fips_code,abb,county_name,total_pop,total_pop_urban,total_pop_rural,percent_rural
19071,IA,"Fremont County, Iowa",7441,0,7441,100
19073,IA,"Greene County, Iowa",9336,3906,5430,58.16195373
19075,IA,"Grundy County, Iowa",12453,0,12453,100
19077,IA,"Guthrie County, Iowa",10954,0,10954,100
19079,IA,"Hamilton County, Iowa",15673,7761,7912,50.48172016
19081,IA,"Hancock County, Iowa",11341,3400,7941,70.0202804
19083,IA,"Hardin County, Iowa",17534,5070,12464,71.08474963
19085,IA,"Harrison County, Iowa",14928,2819,12109,81.11602358
19087,IA,"Henry County, Iowa",20145,8636,11509,57.13080169
19089,IA,"Howard County, Iowa",9566,3540,6026,62.99393686
19091,IA,"Humboldt County, Iowa",9815,5243,4572,46.58176261
19093,IA,"Ida County, Iowa",7089,0,7089,100
19095,IA,"Iowa County, Iowa",16355,2914,13441,82.18281871
19097,IA,"Jackson County, Iowa",19848,9275,10573,53.26985087
19099,IA,"Jasper County, Iowa",36842,15655,21187,57.50773574
19101,IA,"Jefferson County, Iowa",16843,10320,6523,38.72825506
19103,IA,"Johnson County, Iowa",130882,106621,24261,18.53654437
19105,IA,"Jones County, Iowa",20638,8677,11961,57.95619731
19107,IA,"Keokuk County, Iowa",10511,0,10511,100
19109,IA,"Kossuth County, Iowa",15543,5340,10203,65.64369813
19111,IA,"Lee County, Iowa",35862,21296,14566,40.61680888
19113,IA,"Linn County, Iowa",211226,184299,26927,12.74795716
19115,IA,"Louisa County, Iowa",11387,0,11387,100
19117,IA,"Lucas County, Iowa",8898,3893,5005,56.24859519
19119,IA,"Lyon County, Iowa",11581,0,11581,100
19121,IA,"Madison County, Iowa",15679,5043,10636,67.83595893
19123,IA,"Mahaska County, Iowa",22381,12545,9836,43.9479916
19125,IA,"Marion County, Iowa",33309,17091,16218,48.68954337
19127,IA,"Marshall County, Iowa",40648,26858,13790,33.92540838
19129,IA,"Mills County, Iowa",15059,6088,8971,59.57234876
19131,IA,"Mitchell County, Iowa",10776,3535,7241,67.1956199
19133,IA,"Monona County, Iowa",9243,2662,6581,71.1998269
19135,IA,"Monroe County, Iowa",7970,3573,4397,55.16938519
19137,IA,"Montgomery County, Iowa",10740,5597,5143,47.88640596
19139,IA,"Muscatine County, Iowa",42745,31823,10922,25.55152649
19141,IA,"O'Brien County, Iowa",14398,4856,9542,66.27309349
19143,IA,"Osceola County, Iowa",6462,2690,3772,58.37202105
19145,IA,"Page County, Iowa",15932,10618,5314,33.35425559
19147,IA,"Palo Alto County, Iowa",9421,3628,5793,61.49028766
19149,IA,"Plymouth County, Iowa",24986,9260,15726,62.93924598
19151,IA,"Pocahontas County, Iowa",7310,0,7310,100
19153,IA,"Polk County, Iowa",430640,409501,21139,4.908740479
19155,IA,"Pottawattamie County, Iowa",93158,68546,24612,26.41963116
19157,IA,"Poweshiek County, Iowa",18914,9080,9834,51.99323253
19159,IA,"Ringgold County, Iowa",5131,0,5131,100
19161,IA,"Sac County, Iowa",10350,0,10350,100
19163,IA,"Scott County, Iowa",165224,142901,22323,13.51074904
19165,IA,"Shelby County, Iowa",12167,4934,7233,59.44768636
19167,IA,"Sioux County, Iowa",33704,16574,17130,50.82482791
19169,IA,"Story County, Iowa",89542,74378,15164,16.93506958
19171,IA,"Tama County, Iowa",17767,4904,12863,72.39826645
19173,IA,"Taylor County, Iowa",6317,0,6317,100
19175,IA,"Union County, Iowa",12534,7617,4917,39.22929631
19177,IA,"Van Buren County, Iowa",7570,0,7570,100
19179,IA,"Wapello County, Iowa",35625,24771,10854,30.46736842
19181,IA,"Warren County, Iowa",46225,26831,19394,41.9556517
19183,IA,"Washington County, Iowa",21704,6628,15076,69.46185035
19185,IA,"Wayne County, Iowa",6403,0,6403,100
19187,IA,"Webster County, Iowa",38013,25122,12891,33.91208271
19189,IA,"Winnebago County, Iowa",10866,3681,7185,66.12368857
19191,IA,"Winneshiek County, Iowa",21056,8637,12419,58.98081307
19193,IA,"Woodbury County, Iowa",102172,84336,17836,17.45683749
19195,IA,"Worth County, Iowa",7598,0,7598,100
19197,IA,"Wright County, Iowa",13229,5715,7514,56.79945574
20001,KS,"Allen County, Kansas",13371,5729,7642,57.15354125
20003,KS,"Anderson County, Kansas",8102,3336,4766,58.82498149
20005,KS,"Atchison County, Kansas",16924,11144,5780,34.15268258
20007,KS,"Barber County, Kansas",4861,0,4861,100
20009,KS,"Barton County, Kansas",27674,18886,8788,31.75543832
20011,KS,"Bourbon County, Kansas",15173,7895,7278,47.9667831
20013,KS,"Brown County, Kansas",9984,3151,6833,68.43950321
20015,KS,"Butler County, Kansas",65880,39216,26664,40.47358834
20017,KS,"Chase County, Kansas",2790,0,2790,100
20019,KS,"Chautauqua County, Kansas",3669,0,3669,100
20021,KS,"Cherokee County, Kansas",21603,11004,10599,49.06263019
20023,KS,"Cheyenne County, Kansas",2726,0,2726,100
20025,KS,"Clark County, Kansas",2215,0,2215,100
20027,KS,"Clay County, Kansas",8535,4307,4228,49.53719977
20029,KS,"Cloud County, Kansas",9533,5340,4193,43.98405539
20031,KS,"Coffey County, Kansas",8601,2503,6098,70.89873271
20033,KS,"Comanche County, Kansas",1891,0,1891,100
20035,KS,"Cowley County, Kansas",36311,25055,11256,30.99887087
20037,KS,"Crawford County, Kansas",39134,25465,13669,34.9287065
20039,KS,"Decatur County, Kansas",2961,0,2961,100
20041,KS,"Dickinson County, Kansas",19754,7054,12700,64.29077655
20043,KS,"Doniphan County, Kansas",7945,2368,5577,70.19509125
20045,KS,"Douglas County, Kansas",110826,98621,12205,11.01275874
20047,KS,"Edwards County, Kansas",3037,0,3037,100
20049,KS,"Elk County, Kansas",2882,0,2882,100
20051,KS,"Ellis County, Kansas",28452,21180,7272,25.55883593
20053,KS,"Ellsworth County, Kansas",6497,2982,3515,54.10189318
20055,KS,"Finney County, Kansas",36776,29942,6834,18.58277137
20057,KS,"Ford County, Kansas",33848,27316,6532,19.29803829
20059,KS,"Franklin County, Kansas",25992,12450,13542,52.10064635
20061,KS,"Geary County, Kansas",34362,30351,4011,11.67277807
20063,KS,"Gove County, Kansas",2695,0,2695,100
20065,KS,"Graham County, Kansas",2597,0,2597,100
20067,KS,"Grant County, Kansas",7829,6279,1550,19.79818623
20069,KS,"Gray County, Kansas",6006,0,6006,100
20071,KS,"Greeley County, Kansas",1247,0,1247,100
20073,KS,"Greenwood County, Kansas",6689,2591,4098,61.26476304
20075,KS,"Hamilton County, Kansas",2690,0,2690,100
20077,KS,"Harper County, Kansas",6034,0,6034,100
20079,KS,"Harvey County, Kansas",34684,23960,10724,30.91915581
20081,KS,"Haskell County, Kansas",4256,0,4256,100
20083,KS,"Hodgeman County, Kansas",1916,0,1916,100
20085,KS,"Jackson County, Kansas",13462,3245,10217,75.89511217
20087,KS,"Jefferson County, Kansas",19126,226,18900,98.81836244
20089,KS,"Jewell County, Kansas",3077,0,3077,100
20091,KS,"Johnson County, Kansas",544179,523317,20862,3.833665026
20093,KS,"Kearny County, Kansas",3977,0,3977,100
20095,KS,"Kingman County, Kansas",7858,2978,4880,62.10231611
20097,KS,"Kiowa County, Kansas",2553,0,2553,100
20099,KS,"Labette County, Kansas",21607,10298,11309,52.3395196
20101,KS,"Lane County, Kansas",1750,0,1750,100
20103,KS,"Leavenworth County, Kansas",76227,54073,22154,29.06319283
20105,KS,"Lincoln County, Kansas",3241,0,3241,100
20107,KS,"Linn County, Kansas",9656,0,9656,100
20109,KS,"Logan County, Kansas",2756,0,2756,100
20111,KS,"Lyon County, Kansas",33690,24830,8860,26.29860493
20113,KS,"McPherson County, Kansas",29180,16488,12692,43.49554489
20115,KS,"Marion County, Kansas",12660,2815,9845,77.76461295
20117,KS,"Marshall County, Kansas",10117,2937,7180,70.96965504
20119,KS,"Meade County, Kansas",4575,0,4575,100
20121,KS,"Miami County, Kansas",32787,16082,16705,50.95007167
20123,KS,"Mitchell County, Kansas",6373,3295,3078,48.2975051
20125,KS,"Montgomery County, Kansas",35471,20068,15403,43.42420569
20127,KS,"Morris County, Kansas",5923,0,5923,100
20129,KS,"Morton County, Kansas",3233,0,3233,100
20131,KS,"Nemaha County, Kansas",10178,2520,7658,75.24071527
20133,KS,"Neosho County, Kansas",16512,9059,7453,45.13687016
20135,KS,"Ness County, Kansas",3107,0,3107,100
20137,KS,"Norton County, Kansas",5671,2893,2778,48.98606948
20139,KS,"Osage County, Kansas",16295,2683,13612,83.53482663
20141,KS,"Osborne County, Kansas",3858,0,3858,100
20143,KS,"Ottawa County, Kansas",6091,0,6091,100
20145,KS,"Pawnee County, Kansas",6973,4764,2209,31.67933458
20147,KS,"Phillips County, Kansas",5642,2609,3033,53.75753279
20149,KS,"Pottawatomie County, Kansas",21604,8876,12728,58.91501574
20151,KS,"Pratt County, Kansas",9656,6546,3110,32.2079536
20153,KS,"Rawlins County, Kansas",2519,0,2519,100
20155,KS,"Reno County, Kansas",64511,44320,20191,31.29853823
20157,KS,"Republic County, Kansas",4980,0,4980,100
20159,KS,"Rice County, Kansas",10083,3652,6431,63.78062085
20161,KS,"Riley County, Kansas",71115,61269,9846,13.84518034
20163,KS,"Rooks County, Kansas",5181,0,5181,100
20165,KS,"Rush County, Kansas",3307,0,3307,100
20167,KS,"Russell County, Kansas",6970,4108,2862,41.06169297
20169,KS,"Saline County, Kansas",55606,47493,8113,14.59015214
20171,KS,"Scott County, Kansas",4936,3647,1289,26.11426256
20173,KS,"Sedgwick County, Kansas",498365,460197,38168,7.658643765
20175,KS,"Seward County, Kansas",22952,20329,2623,11.42819798
20177,KS,"Shawnee County, Kansas",177934,149777,28157,15.8244068
20179,KS,"Sheridan County, Kansas",2556,0,2556,100
20181,KS,"Sherman County, Kansas",6010,4553,1457,24.24292845
20183,KS,"Smith County, Kansas",3853,0,3853,100
20185,KS,"Stafford County, Kansas",4437,0,4437,100
20187,KS,"Stanton County, Kansas",2235,0,2235,100
20189,KS,"Stevens County, Kansas",5724,3936,1788,31.23689727
20191,KS,"Sumner County, Kansas",24132,8964,15168,62.85430134
20193,KS,"Thomas County, Kansas",7900,5463,2437,30.84810127
20195,KS,"Trego County, Kansas",3001,0,3001,100
20197,KS,"Wabaunsee County, Kansas",7053,0,7053,100
20199,KS,"Wallace County, Kansas",1485,0,1485,100
20201,KS,"Washington County, Kansas",5799,0,5799,100
20203,KS,"Wichita County, Kansas",2234,0,2234,100
20205,KS,"Wilson County, Kansas",9409,2570,6839,72.68572643
20207,KS,"Woodson County, Kansas",3309,0,3309,100
20209,KS,"Wyandotte County, Kansas",157505,147956,9549,6.062664677
21001,KY,"Adair County, Kentucky",18656,4579,14077,75.4556175
21003,KY,"Allen County, Kentucky",19956,4251,15705,78.6981359
21005,KY,"Anderson County, Kentucky",21421,12489,8932,41.69739975
21007,KY,"Ballard County, Kentucky",8249,0,8249,100
21009,KY,"Barren County, Kentucky",42173,15488,26685,63.27508121
21011,KY,"Bath County, Kentucky",11591,0,11591,100
21013,KY,"Bell County, Kentucky",28691,10765,17926,62.4795232
21015,KY,"Boone County, Kentucky",118811,103042,15769,13.2723401
21017,KY,"Bourbon County, Kentucky",19985,11042,8943,44.74856142
21019,KY,"Boyd County, Kentucky",49542,36999,12543,25.31791207
21021,KY,"Boyle County, Kentucky",28432,18532,9900,34.81992122
21023,KY,"Bracken County, Kentucky",8488,0,8488,100
21025,KY,"Breathitt County, Kentucky",13878,2567,11311,81.50309843
21027,KY,"Breckinridge County, Kentucky",20059,0,20059,100
21029,KY,"Bullitt County, Kentucky",74319,51716,22603,30.4134878
21031,KY,"Butler County, Kentucky",12690,0,12690,100
21033,KY,"Caldwell County, Kentucky",12984,5890,7094,54.63647566
21035,KY,"Calloway County, Kentucky",37191,19072,18119,48.71877605
21037,KY,"Campbell County, Kentucky",90336,76518,13818,15.29622742
21039,KY,"Carlisle County, Kentucky",5104,0,5104,100
21041,KY,"Carroll County, Kentucky",10811,5165,5646,52.22458607
21043,KY,"Carter County, Kentucky",27720,5716,22004,79.37950938
21045,KY,"Casey County, Kentucky",15955,0,15955,100
21047,KY,"Christian County, Kentucky",73955,52837,21118,28.55520249
21049,KY,"Clark County, Kentucky",35613,25831,9782,27.46749782
21051,KY,"Clay County, Kentucky",21730,4657,17073,78.5687989
21053,KY,"Clinton County, Kentucky",10272,0,10272,100
21055,KY,"Crittenden County, Kentucky",9315,2718,6597,70.82125604
21057,KY,"Cumberland County, Kentucky",6856,0,6856,100
21059,KY,"Daviess County, Kentucky",96656,70543,26113,27.0164294
21061,KY,"Edmonson County, Kentucky",12161,0,12161,100
21063,KY,"Elliott County, Kentucky",7852,0,7852,100
21065,KY,"Estill County, Kentucky",14672,3503,11169,76.12459106
21067,KY,"Fayette County, Kentucky",295803,286731,9072,3.066906015
21069,KY,"Fleming County, Kentucky",14348,2795,11553,80.51993309
21071,KY,"Floyd County, Kentucky",39451,6363,33088,83.87113128
21073,KY,"Franklin County, Kentucky",49285,35705,13580,27.55402252
21075,KY,"Fulton County, Kentucky",6813,2423,4390,64.43563775
21077,KY,"Gallatin County, Kentucky",8589,0,8589,100
21079,KY,"Garrard County, Kentucky",16912,3739,13173,77.89143803
21081,KY,"Grant County, Kentucky",24662,8634,16028,64.99067391
21083,KY,"Graves County, Kentucky",37121,11356,25765,69.40815172
21085,KY,"Grayson County, Kentucky",25746,6802,18944,73.580362
21087,KY,"Green County, Kentucky",11258,0,11258,100
21089,KY,"Greenup County, Kentucky",36910,22409,14501,39.28745597
21091,KY,"Hancock County, Kentucky",8565,916,7649,89.30531232
21093,KY,"Hardin County, Kentucky",105543,69434,36109,34.21259581
21095,KY,"Harlan County, Kentucky",29278,13422,15856,54.15670469
21097,KY,"Harrison County, Kentucky",18846,6421,12425,65.92910963
21099,KY,"Hart County, Kentucky",18199,2332,15867,87.18610913
21101,KY,"Henderson County, Kentucky",46250,28583,17667,38.19891892
21103,KY,"Henry County, Kentucky",15416,0,15416,100
21105,KY,"Hickman County, Kentucky",4902,0,4902,100
21107,KY,"Hopkins County, Kentucky",46920,24809,22111,47.12489344
21109,KY,"Jackson County, Kentucky",13494,0,13494,100
21111,KY,"Jefferson County, Kentucky",741096,730920,10176,1.373101461
21113,KY,"Jessamine County, Kentucky",48586,36003,12583,25.89840695
21115,KY,"Johnson County, Kentucky",23356,6302,17054,73.01764001
21117,KY,"Kenton County, Kentucky",159720,148578,11142,6.975957926
21119,KY,"Knott County, Kentucky",16346,0,16346,100
21121,KY,"Knox County, Kentucky",31883,11821,20062,62.9238152
21123,KY,"Larue County, Kentucky",14193,3413,10780,75.95293455
21125,KY,"Laurel County, Kentucky",58849,25398,33451,56.84208738
21127,KY,"Lawrence County, Kentucky",15860,3631,12229,77.10592686
21129,KY,"Lee County, Kentucky",7887,0,7887,100
21131,KY,"Leslie County, Kentucky",11310,0,11310,100
21133,KY,"Letcher County, Kentucky",24519,0,24519,100
21135,KY,"Lewis County, Kentucky",13870,0,13870,100
21137,KY,"Lincoln County, Kentucky",24742,4538,20204,81.65871797
21139,KY,"Livingston County, Kentucky",9519,440,9079,95.37766572
21141,KY,"Logan County, Kentucky",26835,6714,20121,74.980436
21143,KY,"Lyon County, Kentucky",8314,0,8314,100
21145,KY,"McCracken County, Kentucky",65565,47322,18243,27.8242965
21147,KY,"McCreary County, Kentucky",18306,0,18306,100
21149,KY,"McLean County, Kentucky",9531,0,9531,100
21151,KY,"Madison County, Kentucky",82916,50979,31937,38.51729461
21153,KY,"Magoffin County, Kentucky",13333,0,13333,100
21155,KY,"Marion County, Kentucky",19820,5646,14174,71.5136226
21157,KY,"Marshall County, Kentucky",31448,4447,27001,85.85919613
21159,KY,"Martin County, Kentucky",12929,0,12929,100
21161,KY,"Mason County, Kentucky",17490,7801,9689,55.39736993
21163,KY,"Meade County, Kentucky",28602,4033,24569,85.89958744
21165,KY,"Menifee County, Kentucky",6306,0,6306,100
21167,KY,"Mercer County, Kentucky",21331,8715,12616,59.14396887
21169,KY,"Metcalfe County, Kentucky",10099,0,10099,100
21171,KY,"Monroe County, Kentucky",10963,0,10963,100
21173,KY,"Montgomery County, Kentucky",26499,10835,15664,59.11166459
21175,KY,"Morgan County, Kentucky",13923,0,13923,100
21177,KY,"Muhlenberg County, Kentucky",31499,9943,21556,68.43391854
21179,KY,"Nelson County, Kentucky",43437,18702,24735,56.94454037
21181,KY,"Nicholas County, Kentucky",7135,0,7135,100
21183,KY,"Ohio County, Kentucky",23842,6321,17521,73.48796242
21185,KY,"Oldham County, Kentucky",60316,48055,12261,20.32793952
21187,KY,"Owen County, Kentucky",10841,0,10841,100
21189,KY,"Owsley County, Kentucky",4755,0,4755,100
21191,KY,"Pendleton County, Kentucky",14877,0,14877,100
21193,KY,"Perry County, Kentucky",28712,7444,21268,74.07355809
21195,KY,"Pike County, Kentucky",65024,7934,57090,87.79835138
21197,KY,"Powell County, Kentucky",12613,4149,8464,67.10536748
21199,KY,"Pulaski County, Kentucky",63063,29042,34021,53.94763966
21201,KY,"Robertson County, Kentucky",2282,0,2282,100
21203,KY,"Rockcastle County, Kentucky",17056,2777,14279,83.71833959
21205,KY,"Rowan County, Kentucky",23333,7282,16051,68.79098273
21207,KY,"Russell County, Kentucky",17565,0,17565,100
21209,KY,"Scott County, Kentucky",47173,31859,15314,32.46348547
21211,KY,"Shelby County, Kentucky",42074,22296,19778,47.00765318
21213,KY,"Simpson County, Kentucky",17327,9492,7835,45.2184452
21215,KY,"Spencer County, Kentucky",17061,0,17061,100
21217,KY,"Taylor County, Kentucky",24512,11719,12793,52.19076371
21219,KY,"Todd County, Kentucky",12460,0,12460,100
21221,KY,"Trigg County, Kentucky",14339,2960,11379,79.3569984
21223,KY,"Trimble County, Kentucky",8809,467,8342,94.6986037
21225,KY,"Union County, Kentucky",15007,5210,9797,65.28286799
21227,KY,"Warren County, Kentucky",113792,78306,35486,31.18496907
21229,KY,"Washington County, Kentucky",11717,0,11717,100
21231,KY,"Wayne County, Kentucky",20813,6716,14097,67.73170615
21233,KY,"Webster County, Kentucky",13621,0,13621,100
21235,KY,"Whitley County, Kentucky",35637,12417,23220,65.15699975
21237,KY,"Wolfe County, Kentucky",7355,0,7355,100
21239,KY,"Woodford County, Kentucky",24939,15922,9017,36.15622118
22001,LA,"Acadia Parish, Louisiana",61773,29837,31936,51.69896233
22003,LA,"Allen Parish, Louisiana",25764,7878,17886,69.42244993
22005,LA,"Ascension Parish, Louisiana",107215,93045,14170,13.21643427
22007,LA,"Assumption Parish, Louisiana",23421,12883,10538,44.99380897
22009,LA,"Avoyelles Parish, Louisiana",42073,15238,26835,63.78199796
22011,LA,"Beauregard Parish, Louisiana",35654,11946,23708,66.49464296
22013,LA,"Bienville Parish, Louisiana",14353,2894,11459,79.83696788
22015,LA,"Bossier Parish, Louisiana",116979,88504,28475,24.34197591
22017,LA,"Caddo Parish, Louisiana",254969,218164,36805,14.43508819
22019,LA,"Calcasieu Parish, Louisiana",192768,153250,39518,20.5002905
22021,LA,"Caldwell Parish, Louisiana",10132,0,10132,100
22023,LA,"Cameron Parish, Louisiana",6839,0,6839,100
22025,LA,"Catahoula Parish, Louisiana",10407,0,10407,100
22027,LA,"Claiborne Parish, Louisiana",17195,3034,14161,82.35533585
22029,LA,"Concordia Parish, Louisiana",20822,13856,6966,33.45499952
22031,LA,"De Soto Parish, Louisiana",26656,6061,20595,77.26215486
22033,LA,"East Baton Rouge Parish, Louisiana",440171,409905,30266,6.875964114
22035,LA,"East Carroll Parish, Louisiana",7759,5076,2683,34.57919835
22037,LA,"East Feliciana Parish, Louisiana",20267,0,20267,100
22039,LA,"Evangeline Parish, Louisiana",33984,13222,20762,61.09345574
22041,LA,"Franklin Parish, Louisiana",20767,5361,15406,74.18500506
22043,LA,"Grant Parish, Louisiana",22309,3214,19095,85.59325833
22045,LA,"Iberia Parish, Louisiana",73240,52633,20607,28.13626434
22047,LA,"Iberville Parish, Louisiana",33387,13617,19770,59.21466439
22049,LA,"Jackson Parish, Louisiana",16274,5609,10665,65.53398058
22051,LA,"Jefferson Parish, Louisiana",432552,427610,4942,1.142521593
22053,LA,"Jefferson Davis Parish, Louisiana",31594,15576,16018,50.69949991
22055,LA,"Lafayette Parish, Louisiana",221578,203146,18432,8.318515376
22057,LA,"Lafourche Parish, Louisiana",96318,72993,23325,24.21665732
22059,LA,"La Salle Parish, Louisiana",14890,3992,10898,73.19006044
22061,LA,"Lincoln Parish, Louisiana",46735,27724,19011,40.6782925
22063,LA,"Livingston Parish, Louisiana",128026,75386,52640,41.11664818
22065,LA,"Madison Parish, Louisiana",12093,9379,2714,22.44273547
22067,LA,"Morehouse Parish, Louisiana",27979,13979,14000,50.03752815
22069,LA,"Natchitoches Parish, Louisiana",39566,19763,19803,50.05054845
22071,LA,"Orleans Parish, Louisiana",343829,341794,2035,0.591863979
22073,LA,"Ouachita Parish, Louisiana",153720,116533,37187,24.19138694
22075,LA,"Plaquemines Parish, Louisiana",23042,18540,4502,19.53823453
22077,LA,"Pointe Coupee Parish, Louisiana",22802,9620,13182,57.81071836
22079,LA,"Rapides Parish, Louisiana",131613,79590,52023,39.52725035
22081,LA,"Red River Parish, Louisiana",9091,0,9091,100
22083,LA,"Richland Parish, Louisiana",20725,7037,13688,66.04583836
22085,LA,"Sabine Parish, Louisiana",24233,2860,21373,88.19791194
22087,LA,"St. Bernard Parish, Louisiana",35897,34370,1527,4.253837368
22089,LA,"St. Charles Parish, Louisiana",52780,46716,6064,11.48920045
22091,LA,"St. Helena Parish, Louisiana",11203,0,11203,100
22093,LA,"St. James Parish, Louisiana",22102,15979,6123,27.70337526
22095,LA,"St. John the Baptist Parish, Louisiana",45924,39749,6175,13.44612839
22097,LA,"St. Landry Parish, Louisiana",83384,43216,40168,48.17231123
22099,LA,"St. Martin Parish, Louisiana",52160,26304,25856,49.57055215
22101,LA,"St. Mary Parish, Louisiana",54650,47524,7126,13.03934126
22103,LA,"St. Tammany Parish, Louisiana",233740,179470,54270,23.21810559
22105,LA,"Tangipahoa Parish, Louisiana",121097,71533,49564,40.92917248
22107,LA,"Tensas Parish, Louisiana",5252,0,5252,100
22109,LA,"Terrebonne Parish, Louisiana",111860,88785,23075,20.62846415
22111,LA,"Union Parish, Louisiana",22721,3883,18838,82.91008318
22113,LA,"Vermilion Parish, Louisiana",57999,26319,31680,54.62163141
22115,LA,"Vernon Parish, Louisiana",52334,26221,26113,49.8968166
22117,LA,"Washington Parish, Louisiana",47168,15719,31449,66.6744403
22119,LA,"Webster Parish, Louisiana",41207,19350,21857,53.04195889
22121,LA,"West Baton Rouge Parish, Louisiana",23788,16542,7246,30.46073651
22123,LA,"West Carroll Parish, Louisiana",11604,0,11604,100
22125,LA,"West Feliciana Parish, Louisiana",15625,0,15625,100
22127,LA,"Winn Parish, Louisiana",15313,5376,9937,64.89257494
23001,ME,"Androscoggin County, Maine",107702,60995,46707,43.36688269
23003,ME,"Aroostook County, Maine",71870,14183,57687,80.26575762
23005,ME,"Cumberland County, Maine",281674,179994,101680,36.09846844
23007,ME,"Franklin County, Maine",30768,5231,25537,82.99856994
23009,ME,"Hancock County, Maine",54418,5380,49038,90.11356536
23011,ME,"Kennebec County, Maine",122151,45403,76748,62.83043119
23013,ME,"Knox County, Maine",39736,12743,26993,67.93084357
23015,ME,"Lincoln County, Maine",34457,0,34457,100
23017,ME,"Oxford County, Maine",57833,9767,48066,83.11171822
23019,ME,"Penobscot County, Maine",153923,65186,88737,57.6502537
23021,ME,"Piscataquis County, Maine",17535,0,17535,100
23023,ME,"Sagadahoc County, Maine",35293,13526,21767,61.67511971
23025,ME,"Somerset County, Maine",52228,10197,42031,80.47598989
23027,ME,"Waldo County, Maine",38786,3358,35428,91.34223689
23029,ME,"Washington County, Maine",32856,2504,30352,92.37886535
23031,ME,"York County, Maine",197131,85075,112056,56.84341884
24001,MD,"Allegany County, Maryland",75087,54624,20463,27.25238723
24003,MD,"Anne Arundel County, Maryland",537656,509138,28518,5.304134986
24005,MD,"Baltimore County, Maryland",804990,752430,52599,6.534118436
24009,MD,"Calvert County, Maryland",88737,54387,34350,38.70989553
24011,MD,"Caroline County, Maryland",33066,7936,25130,75.99951612
24013,MD,"Carroll County, Maryland",167134,101106,66028,39.50602511
24015,MD,"Cecil County, Maryland",101108,58539,42569,42.10250425
24017,MD,"Charles County, Maryland",146551,103313,43238,29.50372225
24019,MD,"Dorchester County, Maryland",32618,14280,18338,56.22049175
24021,MD,"Frederick County, Maryland",233385,174554,58831,25.20770401
24023,MD,"Garrett County, Maryland",30097,4846,25251,83.89872745
24025,MD,"Harford County, Maryland",244826,201352,43474,17.75710096
24027,MD,"Howard County, Maryland",287085,260525,26560,9.251615375
24029,MD,"Kent County, Maryland",20197,5537,14660,72.58503738
24031,MD,"Montgomery County, Maryland",971777,948612,23165,2.383777348
24033,MD,"Prince George's County, Maryland",863420,846439,16981,1.966713766
24035,MD,"Queen Anne's County, Maryland",47798,21754,26044,54.48763547
24037,MD,"St. Mary's County, Maryland",105151,52136,53015,50.41797035
24039,MD,"Somerset County, Maryland",26470,14349,12121,45.79146203
24041,MD,"Talbot County, Maryland",37782,17132,20650,54.65565613
24043,MD,"Washington County, Maryland",147430,103953,43477,29.48992742
24045,MD,"Wicomico County, Maryland",98733,73254,25479,25.80596153
24047,MD,"Worcester County, Maryland",51454,33174,18280,35.52687838
24510,MD,"Baltimore city, Maryland",621074,620961,0,0
25001,MA,"Barnstable County, Massachusetts",215888,199733,16155,7.483046765
25003,MA,"Berkshire County, Massachusetts",131219,89762,41457,31.59374786
25005,MA,"Bristol County, Massachusetts",548285,494365,53920,9.834301504
25007,MA,"Dukes County, Massachusetts",16535,10082,6453,39.02630783
25009,MA,"Essex County, Massachusetts",743159,711619,31540,4.24404468
25011,MA,"Franklin County, Massachusetts",71372,32523,38849,54.43170991
25013,MA,"Hampden County, Massachusetts",463490,423765,39725,8.570842952
25015,MA,"Hampshire County, Massachusetts",158080,114697,43383,27.44369939
25017,MA,"Middlesex County, Massachusetts",1503085,1457576,45509,3.027706351
25019,MA,"Nantucket County, Massachusetts",10172,8250,1922,18.8950059
25021,MA,"Norfolk County, Massachusetts",670784,662529,8321,1.240488742
25023,MA,"Plymouth County, Massachusetts",494919,443904,51015,10.30774733
25025,MA,"Suffolk County, Massachusetts",722089,721488,535,0.07409059
25027,MA,"Worcester County, Massachusetts",798552,651696,146856,18.39028642
26001,MI,"Alcona County, Michigan",10942,118,10824,98.92158655
26003,MI,"Alger County, Michigan",9601,2972,6629,69.04489116
26005,MI,"Allegan County, Michigan",111408,39586,71822,64.46754273
26007,MI,"Alpena County, Michigan",29598,14258,15340,51.8278262
26009,MI,"Antrim County, Michigan",23580,0,23580,100
26011,MI,"Arenac County, Michigan",15899,0,15899,100
26013,MI,"Baraga County, Michigan",8860,0,8860,100
26015,MI,"Barry County, Michigan",59173,13534,45639,77.12808206
26017,MI,"Bay County, Michigan",107771,75104,32667,30.31149382
26019,MI,"Benzie County, Michigan",17525,0,17525,100
26021,MI,"Berrien County, Michigan",156813,105289,51524,32.85696977
26023,MI,"Branch County, Michigan",45248,16876,28372,62.7033239
26025,MI,"Calhoun County, Michigan",136146,93972,42174,30.97703935
26027,MI,"Cass County, Michigan",52293,15070,37223,71.18161131
26029,MI,"Charlevoix County, Michigan",25949,7680,18269,70.40348376
26031,MI,"Cheboygan County, Michigan",26152,4517,21635,82.72789844
26033,MI,"Chippewa County, Michigan",38520,19669,18851,48.93821391
26035,MI,"Clare County, Michigan",30926,9079,21847,70.64282481
26037,MI,"Clinton County, Michigan",75382,35485,39897,52.92642806
26039,MI,"Crawford County, Michigan",14074,3858,10216,72.58775046
26041,MI,"Delta County, Michigan",37069,20850,16219,43.75354069
26043,MI,"Dickinson County, Michigan",26168,17594,8574,32.76520942
